timestamp,sensor_id,temperature_c,humidity_pct,pressure_kpa,battery_v,status
2024-06-01 16:00:00,S102,21.41,59.5,101.63,3.66,error
2024-06-01 16:30:00,S103,23.29,50.0,100.88,3.56,normal
2024-06-01 17:00:00,S103,21.0,52.7,100.88,3.54,error
2024-06-01 17:30:00,S102,23.99,64.9,101.67,3.62,error
2024-06-01 18:00:00,S101,22.33,53.3,101.99,3.76,error
2024-06-01 18:30:00,S103,19.02,43.9,100.68,3.81,warning
2024-06-01 19:00:00,S103,20.4,49.7,101.33,3.97,warning
2024-06-01 19:30:00,S103,17.61,58.5,101.58,3.83,warning
2024-06-01 20:00:00,S102,21.1,58.8,101.58,3.6,normal
2024-06-01 20:30:00,S104,23.97,60.6,100.89,3.65,warning
2024-06-01 21:00:00,S101,21.75,61.0,101.64,3.77,warning
2024-06-01 21:30:00,S104,22.07,71.0,101.54,3.81,error
2024-06-01 22:00:00,S103,22.65,59.4,101.86,3.7,normal
2024-06-01 22:30:00,S104,29.15,57.8,100.0,3.69,normal
2024-06-01 23:00:00,S103,24.33,57.0,100.51,3.53,warning
2024-06-01 23:30:00,S103,16.34,51.5,100.36,3.83,normal
2024-06-02 00:00:00,S104,19.98,61.0,101.0,3.66,error
2024-06-02 00:30:00,S103,25.18,59.2,101.34,3.58,error
2024-06-02 01:00:00,S101,22.93,57.6,100.27,4.02,error
2024-06-02 01:30:00,S103,22.06,49.7,100.71,3.69,normal
2024-06-02 02:00:00,S101,23.76,60.5,100.75,3.73,error
2024-06-02 02:30:00,S102,20.05,64.7,102.1,4.09,normal
2024-06-02 03:00:00,S103,18.42,54.6,100.66,3.71,warning
2024-06-02 03:30:00,S101,18.96,63.8,101.96,3.67,normal
2024-06-02 04:00:00,S104,21.57,66.6,101.95,3.67,normal
2024-06-02 04:30:00,S101,20.41,52.5,100.82,3.55,warning
2024-06-02 05:00:00,S102,22.97,49.6,100.6,3.6,normal
2024-06-02 05:30:00,S101,19.09,58.0,101.01,3.75,error
2024-06-02 06:00:00,S104,25.41,45.6,101.55,3.73,normal
2024-06-02 06:30:00,S103,25.42,54.9,100.4,3.96,warning
2024-06-02 07:00:00,S103,17.69,51.6,101.81,3.53,normal
2024-06-02 07:30:00,S104,22.8,60.6,100.97,3.66,normal
2024-06-02 08:00:00,S103,20.72,43.2,100.73,3.71,error
2024-06-02 08:30:00,S103,21.08,65.2,100.28,3.61,warning
2024-06-02 09:00:00,S103,27.2,50.9,101.2,3.82,normal
2024-06-02 09:30:00,S103,25.89,49.6,101.29,3.6,error
2024-06-02 10:00:00,S103,26.23,50.0,101.75,3.86,error
2024-06-02 10:30:00,S102,22.21,66.9,100.6,3.66,normal
2024-06-02 11:00:00,S101,17.92,61.6,101.99,3.85,normal
2024-06-02 11:30:00,S102,16.15,65.3,101.71,3.58,normal
2024-06-02 12:00:00,S103,20.13,65.4,101.48,3.66,error
2024-06-02 12:30:00,S102,17.31,52.2,102.32,3.57,normal
2024-06-02 13:00:00,S104,23.38,51.6,102.8,3.45,warning
2024-06-02 13:30:00,S104,23.94,67.3,101.59,3.61,normal
2024-06-02 14:00:00,S101,20.78,65.4,101.71,3.64,warning
2024-06-02 14:30:00,S104,23.24,52.2,100.9,3.7,normal
2024-06-02 15:00:00,S103,23.74,62.6,101.29,3.8,normal
2024-06-02 15:30:00,S103,17.4,49.4,101.74,3.96,warning
2024-06-02 16:00:00,S104,20.73,54.7,101.14,3.62,normal
2024-06-02 16:30:00,S104,20.99,60.4,101.28,3.81,normal
2024-06-02 17:00:00,S103,20.46,67.1,102.03,3.72,normal
2024-06-02 17:30:00,S101,20.34,47.2,101.71,3.89,normal
2024-06-02 18:00:00,S101,17.41,40.4,101.06,3.78,normal
2024-06-02 18:30:00,S104,24.85,65.9,100.89,3.6,error
2024-06-02 19:00:00,S104,22.25,40.6,101.69,3.47,error
2024-06-02 19:30:00,S101,18.37,53.4,100.58,3.96,normal
2024-06-02 20:00:00,S101,25.08,39.8,101.48,3.88,normal
2024-06-02 20:30:00,S103,23.98,48.2,100.96,3.48,warning
2024-06-02 21:00:00,S101,24.62,49.8,101.55,3.73,warning
2024-06-02 21:30:00,S104,18.47,51.0,101.1,3.59,normal
2024-06-02 22:00:00,S104,21.99,55.6,101.34,3.76,warning
2024-06-02 22:30:00,S103,20.85,45.5,102.28,3.82,warning
2024-06-02 23:00:00,S101,21.56,59.9,101.77,3.86,warning
2024-06-02 23:30:00,S103,24.94,54.6,102.04,3.46,warning
2024-06-03 00:00:00,S101,20.19,44.3,100.59,3.65,normal
2024-06-03 00:30:00,S101,23.62,63.9,100.51,3.66,normal
2024-06-03 01:00:00,S101,22.32,32.8,100.52,3.76,warning
2024-06-03 01:30:00,S104,23.01,49.6,101.07,3.8,normal
2024-06-03 02:00:00,S101,23.14,47.2,101.4,3.39,normal
2024-06-03 02:30:00,S102,22.38,58.6,101.96,3.74,normal
2024-06-03 03:00:00,S102,21.82,46.9,101.33,3.8,normal
2024-06-03 03:30:00,S102,19.52,54.8,101.63,3.48,normal
2024-06-03 04:00:00,S103,22.5,71.3,101.9,3.68,warning
2024-06-03 04:30:00,S103,21.4,65.1,100.62,3.57,normal
2024-06-03 05:00:00,S104,21.13,54.1,100.9,3.88,warning
2024-06-03 05:30:00,S103,20.98,47.3,101.2,3.79,error
2024-06-03 06:00:00,S104,22.12,60.7,101.47,3.63,warning
2024-06-03 06:30:00,S101,14.73,47.0,101.05,3.67,normal
2024-06-03 07:00:00,S103,23.25,66.0,102.16,3.56,normal
2024-06-03 07:30:00,S102,24.77,57.5,101.19,3.67,normal
2024-06-03 08:00:00,S102,23.34,45.0,101.13,3.61,normal
2024-06-03 08:30:00,S103,19.85,71.5,101.38,3.79,normal
2024-06-03 09:00:00,S104,25.97,48.7,101.16,3.56,normal
2024-06-03 09:30:00,S103,22.47,47.3,100.84,3.67,normal
2024-06-03 10:00:00,S103,18.49,54.2,102.45,3.95,warning
2024-06-03 10:30:00,S103,24.48,51.1,100.75,3.8,normal
2024-06-03 11:00:00,S102,25.79,56.0,100.61,3.58,normal
2024-06-03 11:30:00,S102,22.72,60.5,100.96,3.65,error
2024-06-03 12:00:00,S103,21.74,69.8,102.0,3.66,warning
2024-06-03 12:30:00,S104,24.62,67.4,101.69,3.91,warning
2024-06-03 13:00:00,S102,25.25,50.0,101.19,3.66,normal
2024-06-03 13:30:00,S101,26.19,51.0,101.35,3.55,normal
2024-06-03 14:00:00,S101,21.89,54.0,100.82,3.69,error
2024-06-03 14:30:00,S104,21.71,53.8,100.8,3.67,normal
2024-06-03 15:00:00,S103,19.6,53.5,100.53,3.7,warning
2024-06-03 15:30:00,S102,23.06,57.2,101.49,3.78,error
2024-06-03 16:00:00,S103,22.94,49.2,100.91,3.79,warning
2024-06-03 16:30:00,S104,13.62,45.3,101.41,3.93,normal
2024-06-03 17:00:00,S101,24.44,59.3,101.14,3.68,normal
2024-06-03 17:30:00,S102,27.03,62.7,101.02,3.59,normal
2024-06-03 18:00:00,S101,22.82,72.1,101.07,3.52,normal
2024-06-03 18:30:00,S101,26.05,49.4,101.18,3.88,normal
2024-06-03 19:00:00,S102,24.35,52.0,101.95,3.65,warning
2024-06-03 19:30:00,S101,20.82,64.8,100.41,3.58,error
2024-06-03 20:00:00,S103,18.33,63.8,101.49,3.48,normal
2024-06-03 20:30:00,S103,25.03,57.8,101.54,3.58,error
2024-06-03 21:00:00,S104,24.62,53.6,100.72,3.5,warning
2024-06-03 21:30:00,S104,22.52,65.1,101.07,3.77,error
2024-06-03 22:00:00,S104,25.58,60.7,101.53,3.47,normal
2024-06-03 22:30:00,S103,24.68,65.4,100.75,3.52,normal
2024-06-03 23:00:00,S103,22.24,55.5,101.13,3.83,normal
2024-06-03 23:30:00,S101,23.3,58.8,100.7,3.76,warning
2024-06-04 00:00:00,S101,24.77,56.2,101.86,3.81,normal
2024-06-04 00:30:00,S104,25.09,55.6,101.45,3.46,error
2024-06-04 01:00:00,S102,20.35,52.9,101.1,3.76,normal
2024-06-04 01:30:00,S103,20.92,55.1,100.82,3.76,warning
2024-06-04 02:00:00,S101,17.37,69.7,101.19,3.53,error
2024-06-04 02:30:00,S102,20.44,56.1,101.8,3.71,error
2024-06-04 03:00:00,S104,22.89,48.3,100.83,3.94,error
2024-06-04 03:30:00,S102,20.73,65.3,101.11,3.54,normal
2024-06-04 04:00:00,S104,24.44,53.7,101.1,3.54,error
2024-06-04 04:30:00,S102,20.88,60.8,101.41,3.56,error
2024-06-04 05:00:00,S102,18.85,49.5,101.04,3.53,warning
2024-06-04 05:30:00,S102,19.69,57.5,100.98,3.44,warning
2024-06-04 06:00:00,S104,23.63,60.2,101.3,3.79,warning
2024-06-04 06:30:00,S104,30.2,66.0,100.8,3.72,error
2024-06-04 07:00:00,S104,16.89,51.2,100.63,3.95,error
2024-06-04 07:30:00,S101,23.75,58.8,101.15,3.62,error
2024-06-04 08:00:00,S101,18.02,50.5,100.51,3.39,normal
2024-06-04 08:30:00,S104,23.08,57.3,101.45,3.94,error
2024-06-04 09:00:00,S102,19.18,57.7,101.39,3.5,error
2024-06-04 09:30:00,S102,21.62,56.5,101.71,3.8,normal
2024-06-04 10:00:00,S101,24.37,43.7,101.03,3.81,normal
2024-06-04 10:30:00,S104,21.21,58.0,101.2,3.54,normal
2024-06-04 11:00:00,S103,26.54,58.5,101.75,3.72,normal
2024-06-04 11:30:00,S102,26.46,49.4,100.67,3.68,normal
2024-06-04 12:00:00,S104,24.11,53.5,101.04,3.75,warning
2024-06-04 12:30:00,S104,26.07,57.0,101.52,3.89,warning
2024-06-04 13:00:00,S101,21.43,49.8,101.31,3.43,normal
2024-06-04 13:30:00,S101,23.14,45.5,101.08,3.77,normal
2024-06-04 14:00:00,S103,20.34,46.9,101.72,3.67,warning
2024-06-04 14:30:00,S104,19.63,51.2,101.69,3.53,normal
2024-06-04 15:00:00,S101,20.78,48.9,101.32,3.77,normal
2024-06-04 15:30:00,S102,18.88,54.4,101.62,3.81,normal
2024-06-04 16:00:00,S104,18.96,45.7,99.99,3.19,error
2024-06-04 16:30:00,S102,20.35,55.3,101.08,3.85,normal
2024-06-04 17:00:00,S103,25.3,52.3,101.47,3.84,error
2024-06-04 17:30:00,S104,19.06,60.0,101.17,3.54,normal
2024-06-04 18:00:00,S101,17.1,49.3,101.32,3.74,normal
2024-06-04 18:30:00,S103,23.63,62.7,101.26,3.44,error
2024-06-04 19:00:00,S101,19.87,52.2,99.82,3.58,error
2024-06-04 19:30:00,S101,22.2,46.4,101.4,3.85,normal
2024-06-04 20:00:00,S103,22.54,53.6,101.22,4.0,normal
2024-06-04 20:30:00,S104,22.99,52.0,101.43,3.6,error
2024-06-04 21:00:00,S103,24.65,46.6,100.68,3.79,normal
2024-06-04 21:30:00,S102,23.33,45.2,100.64,3.66,normal
2024-06-04 22:00:00,S103,24.47,54.1,100.19,3.54,error
2024-06-04 22:30:00,S101,25.29,65.0,101.15,3.73,normal
2024-06-04 23:00:00,S102,21.52,50.9,101.57,3.81,normal
2024-06-04 23:30:00,S104,18.07,55.7,101.24,3.85,warning
2024-06-05 00:00:00,S101,17.87,42.7,101.8,3.8,normal
2024-06-05 00:30:00,S103,18.67,57.6,100.42,3.55,normal
2024-06-05 01:00:00,S104,18.93,45.7,101.82,3.48,warning
2024-06-05 01:30:00,S102,27.49,52.0,100.86,3.7,normal
2024-06-05 02:00:00,S103,20.48,53.8,101.83,3.49,normal
2024-06-05 02:30:00,S101,26.26,63.2,101.05,3.72,normal
2024-06-05 03:00:00,S104,13.04,61.7,99.82,3.92,normal
2024-06-05 03:30:00,S103,25.77,70.6,101.19,3.92,normal
2024-06-05 04:00:00,S101,17.5,67.5,101.55,3.83,normal
2024-06-05 04:30:00,S102,20.82,56.5,101.59,3.76,normal
2024-06-05 05:00:00,S102,18.98,49.6,101.24,3.71,normal
2024-06-05 05:30:00,S101,25.13,54.4,101.43,3.74,warning
2024-06-05 06:00:00,S101,21.83,51.3,100.9,3.99,normal
2024-06-05 06:30:00,S104,22.74,41.8,102.35,4.05,normal
2024-06-05 07:00:00,S101,21.62,54.8,100.98,3.57,normal
2024-06-05 07:30:00,S102,25.64,49.7,100.97,3.74,normal
2024-06-05 08:00:00,S102,22.06,44.3,100.34,3.96,normal
2024-06-05 08:30:00,S102,22.06,66.5,101.31,3.9,error
2024-06-05 09:00:00,S103,22.83,43.0,101.72,3.52,normal
2024-06-05 09:30:00,S102,18.44,53.9,101.29,3.57,normal
2024-06-05 10:00:00,S102,20.53,55.1,100.63,3.7,error
2024-06-05 10:30:00,S101,28.97,53.5,101.97,3.92,error
2024-06-05 11:00:00,S104,18.98,64.1,101.4,3.33,normal
2024-06-05 11:30:00,S101,21.57,54.3,101.54,4.03,warning
2024-06-05 12:00:00,S103,19.56,48.2,100.63,3.82,normal
2024-06-05 12:30:00,S102,21.56,61.8,100.96,3.69,normal
2024-06-05 13:00:00,S103,18.71,62.2,101.68,3.5,normal
2024-06-05 13:30:00,S103,20.46,42.7,101.4,3.66,normal
2024-06-05 14:00:00,S104,25.08,62.3,102.0,3.78,normal
2024-06-05 14:30:00,S101,23.62,55.3,101.88,3.71,normal
2024-06-05 15:00:00,S103,22.78,58.6,101.38,3.58,normal
2024-06-05 15:30:00,S101,20.38,62.3,100.91,3.68,error
2024-06-05 16:00:00,S101,18.41,55.2,102.23,3.8,normal
2024-06-05 16:30:00,S103,24.84,66.5,101.89,3.56,normal
2024-06-05 17:00:00,S102,21.99,54.4,101.35,3.68,normal
2024-06-05 17:30:00,S104,17.57,68.6,101.85,4.04,normal
2024-06-05 18:00:00,S104,22.36,61.0,101.68,3.63,normal
2024-06-05 18:30:00,S103,25.28,63.2,101.64,3.73,error
2024-06-05 19:00:00,S101,23.09,54.1,100.9,3.73,normal
2024-06-05 19:30:00,S103,24.84,59.6,101.02,3.79,normal
2024-06-05 20:00:00,S102,18.09,57.4,100.44,3.71,normal
2024-06-05 20:30:00,S102,26.07,70.1,101.92,3.73,normal
2024-06-05 21:00:00,S103,26.39,55.1,101.77,3.5,normal
2024-06-05 21:30:00,S102,19.83,53.9,101.12,3.7,normal
2024-06-05 22:00:00,S103,27.64,65.0,101.78,3.59,normal
2024-06-05 22:30:00,S104,23.25,54.5,101.52,3.75,warning
2024-06-05 23:00:00,S101,21.1,53.4,101.16,3.63,normal
2024-06-05 23:30:00,S103,26.06,40.3,100.56,3.88,normal
2024-06-06 00:00:00,S103,19.91,56.7,101.55,3.67,error
2024-06-06 00:30:00,S101,23.01,59.0,100.8,3.73,error
2024-06-06 01:00:00,S103,24.0,53.8,101.16,3.81,normal
2024-06-06 01:30:00,S101,24.5,65.2,101.66,3.49,normal
2024-06-06 02:00:00,S102,23.37,48.9,101.62,3.76,normal
2024-06-06 02:30:00,S104,17.5,54.0,101.2,4.16,normal
2024-06-06 03:00:00,S104,24.34,46.9,101.09,3.68,normal
2024-06-06 03:30:00,S102,22.77,57.0,101.37,3.6,normal
2024-06-06 04:00:00,S104,19.06,63.1,100.89,3.54,normal
2024-06-06 04:30:00,S101,23.09,55.4,101.74,3.61,normal
2024-06-06 05:00:00,S101,26.67,46.6,101.23,3.74,warning
2024-06-06 05:30:00,S101,23.93,64.1,101.52,3.56,normal
2024-06-06 06:00:00,S104,21.25,50.5,101.37,3.79,normal
2024-06-06 06:30:00,S104,22.59,53.6,101.02,3.62,normal
2024-06-06 07:00:00,S104,18.77,60.3,101.68,3.75,normal
2024-06-06 07:30:00,S104,23.95,70.8,100.6,3.67,error
2024-06-06 08:00:00,S101,27.22,54.1,100.9,3.85,warning
2024-06-06 08:30:00,S103,25.02,50.1,101.06,3.76,normal
2024-06-06 09:00:00,S102,27.38,57.7,101.12,3.97,warning
2024-06-06 09:30:00,S103,23.25,23.5,101.53,3.69,normal
2024-06-06 10:00:00,S103,16.81,52.0,101.23,3.45,normal
2024-06-06 10:30:00,S104,18.49,67.1,101.48,3.62,error
2024-06-06 11:00:00,S103,23.6,43.4,101.4,3.68,normal
2024-06-06 11:30:00,S102,20.21,53.0,102.33,3.68,warning
2024-06-06 12:00:00,S103,22.38,57.0,101.94,3.77,normal
2024-06-06 12:30:00,S104,28.71,55.1,101.38,3.78,normal
2024-06-06 13:00:00,S103,23.58,56.7,101.22,3.62,normal
2024-06-06 13:30:00,S103,24.81,53.1,101.77,3.65,normal
2024-06-06 14:00:00,S103,21.48,59.1,101.97,4.01,warning
2024-06-06 14:30:00,S103,25.62,73.7,100.9,3.38,normal
2024-06-06 15:00:00,S102,19.21,42.3,100.71,3.87,normal
2024-06-06 15:30:00,S102,22.08,55.4,101.11,3.51,error
2024-06-06 16:00:00,S101,23.09,61.4,101.55,3.51,error
2024-06-06 16:30:00,S101,23.52,53.3,101.29,3.59,normal
2024-06-06 17:00:00,S102,16.95,39.5,101.62,3.5,normal
2024-06-06 17:30:00,S104,24.05,55.4,101.14,3.57,normal
2024-06-06 18:00:00,S101,25.08,57.6,101.04,3.74,warning
2024-06-06 18:30:00,S104,24.06,50.0,100.63,3.9,error
2024-06-06 19:00:00,S102,22.61,57.7,101.54,3.6,normal
2024-06-06 19:30:00,S103,23.12,54.1,101.53,3.83,normal
2024-06-06 20:00:00,S101,17.43,74.8,101.91,3.55,warning
2024-06-06 20:30:00,S102,19.5,49.7,101.72,3.74,normal
2024-06-06 21:00:00,S104,20.44,42.9,101.25,3.58,normal
2024-06-06 21:30:00,S103,22.07,57.5,100.44,3.57,normal
2024-06-06 22:00:00,S101,19.97,61.5,101.1,3.91,error
2024-06-06 22:30:00,S104,22.21,56.7,101.5,3.81,normal
2024-06-06 23:00:00,S104,23.43,49.3,100.84,3.8,normal
2024-06-06 23:30:00,S101,20.13,48.8,100.96,3.81,normal
2024-06-07 00:00:00,S104,25.1,57.4,101.22,3.98,error
2024-06-07 00:30:00,S101,24.7,65.0,101.91,3.83,error
2024-06-07 01:00:00,S104,25.94,53.0,100.4,3.6,error
2024-06-07 01:30:00,S104,26.47,52.4,101.9,3.62,normal
2024-06-07 02:00:00,S104,21.09,62.6,101.38,3.67,error
2024-06-07 02:30:00,S102,25.67,64.2,101.97,4.08,normal
2024-06-07 03:00:00,S102,24.21,61.0,101.83,3.69,normal
2024-06-07 03:30:00,S103,19.95,66.7,101.38,3.64,error
2024-06-07 04:00:00,S104,16.4,49.9,100.19,3.66,normal
2024-06-07 04:30:00,S104,23.3,58.0,100.7,3.62,normal
2024-06-07 05:00:00,S101,20.72,53.6,101.16,3.88,normal
2024-06-07 05:30:00,S104,21.61,66.6,100.79,3.63,normal
2024-06-07 06:00:00,S103,18.59,61.4,101.09,3.56,warning
2024-06-07 06:30:00,S103,21.65,52.6,100.91,3.72,normal
2024-06-07 07:00:00,S101,19.2,67.1,100.94,3.97,normal
2024-06-07 07:30:00,S102,27.39,71.2,100.42,3.8,normal
2024-06-07 08:00:00,S104,20.97,52.9,100.27,3.82,warning
2024-06-07 08:30:00,S104,22.36,39.0,101.56,3.54,normal
2024-06-07 09:00:00,S101,20.66,63.8,101.94,3.92,error
2024-06-07 09:30:00,S101,24.82,69.5,101.35,3.75,normal
2024-06-07 10:00:00,S104,24.69,57.4,101.45,3.84,warning
2024-06-07 10:30:00,S104,20.98,51.9,101.77,3.73,error
2024-06-07 11:00:00,S104,24.67,69.5,100.9,3.63,normal
2024-06-07 11:30:00,S103,21.97,42.8,101.19,3.84,normal
2024-06-07 12:00:00,S102,24.7,46.0,101.13,3.59,warning
2024-06-07 12:30:00,S101,27.17,39.3,101.07,3.55,normal
2024-06-07 13:00:00,S102,21.69,54.4,101.29,3.97,normal
2024-06-07 13:30:00,S103,19.41,58.6,101.08,3.79,warning
2024-06-07 14:00:00,S103,19.53,41.6,101.11,3.74,error
2024-06-07 14:30:00,S103,18.27,51.0,101.15,3.92,warning
2024-06-07 15:00:00,S101,20.75,60.5,101.12,3.81,normal
2024-06-07 15:30:00,S102,25.0,66.0,102.03,3.54,error
2024-06-07 16:00:00,S104,19.58,44.8,101.17,3.48,normal
2024-06-07 16:30:00,S103,24.55,50.5,101.24,3.5,error
2024-06-07 17:00:00,S102,19.38,65.5,101.02,3.5,warning
2024-06-07 17:30:00,S103,16.21,54.3,101.85,3.44,normal
2024-06-07 18:00:00,S103,23.28,57.4,101.25,3.97,normal
2024-06-07 18:30:00,S103,20.8,50.3,101.47,4.0,warning
2024-06-07 19:00:00,S103,19.24,62.7,101.06,3.72,normal
2024-06-07 19:30:00,S101,20.06,55.9,101.85,3.85,error
2024-06-07 20:00:00,S103,16.81,63.4,102.21,4.08,normal
2024-06-07 20:30:00,S104,28.32,53.6,101.58,3.69,normal
2024-06-07 21:00:00,S101,17.78,55.9,101.61,3.89,normal
2024-06-07 21:30:00,S104,21.25,68.4,101.72,3.92,warning
2024-06-07 22:00:00,S101,24.2,61.2,100.82,3.77,warning
2024-06-07 22:30:00,S104,25.7,55.3,101.15,3.34,normal
2024-06-07 23:00:00,S102,22.27,55.1,101.26,3.59,normal
2024-06-07 23:30:00,S103,24.03,60.7,101.04,3.65,normal
2024-06-08 00:00:00,S103,25.14,52.2,100.7,3.68,warning
2024-06-08 00:30:00,S102,18.45,69.4,101.1,3.77,warning
2024-06-08 01:00:00,S101,22.65,67.8,101.85,3.88,error
2024-06-08 01:30:00,S102,25.38,63.8,101.43,3.56,normal
2024-06-08 02:00:00,S101,21.22,53.6,102.04,3.88,normal
2024-06-08 02:30:00,S101,19.46,58.9,100.76,3.65,normal
2024-06-08 03:00:00,S102,20.57,44.4,101.07,3.91,error
2024-06-08 03:30:00,S103,18.66,46.3,100.37,3.86,error
2024-06-08 04:00:00,S101,20.93,68.7,100.61,3.7,normal
2024-06-08 04:30:00,S102,20.07,61.4,101.64,3.86,normal
2024-06-08 05:00:00,S104,21.89,55.5,100.78,3.41,error
2024-06-08 05:30:00,S104,22.77,57.8,100.5,3.68,normal
2024-06-08 06:00:00,S103,19.96,48.0,101.69,3.68,normal
2024-06-08 06:30:00,S101,24.36,40.0,101.58,3.59,normal
2024-06-08 07:00:00,S104,21.9,51.4,101.31,3.65,normal
2024-06-08 07:30:00,S102,18.98,69.9,101.68,3.67,normal
2024-06-08 08:00:00,S103,22.76,50.3,100.26,3.92,normal
2024-06-08 08:30:00,S104,20.74,46.5,100.38,3.85,normal
2024-06-08 09:00:00,S101,25.25,64.5,102.26,3.67,normal
2024-06-08 09:30:00,S104,24.92,50.1,100.81,3.63,error
2024-06-08 10:00:00,S104,22.75,44.2,101.97,3.47,normal
2024-06-08 10:30:00,S104,23.29,53.1,101.17,3.72,normal
2024-06-08 11:00:00,S103,28.02,56.2,100.49,3.66,error
2024-06-08 11:30:00,S102,26.42,53.4,100.98,3.86,error
2024-06-08 12:00:00,S101,17.59,60.3,100.57,3.73,warning
2024-06-08 12:30:00,S102,24.04,46.3,101.47,3.7,normal
2024-06-08 13:00:00,S104,25.62,42.1,101.82,3.78,normal
2024-06-08 13:30:00,S103,22.95,54.5,101.42,3.91,warning
2024-06-08 14:00:00,S102,24.86,59.1,101.11,3.67,warning
2024-06-08 14:30:00,S104,18.6,75.6,101.3,3.67,warning
2024-06-08 15:00:00,S104,25.69,57.3,101.71,3.46,error
2024-06-08 15:30:00,S103,24.97,48.5,100.99,3.56,normal
2024-06-08 16:00:00,S103,24.52,41.9,101.55,3.59,error
2024-06-08 16:30:00,S104,21.41,47.6,101.08,3.72,normal
2024-06-08 17:00:00,S101,18.93,67.6,101.71,3.67,error
2024-06-08 17:30:00,S103,21.73,52.7,101.44,3.77,warning
2024-06-08 18:00:00,S101,21.95,60.3,102.01,3.9,normal
2024-06-08 18:30:00,S104,22.88,50.4,100.86,3.91,normal
2024-06-08 19:00:00,S101,22.46,46.3,100.62,3.39,normal
2024-06-08 19:30:00,S104,26.9,55.4,100.8,3.65,error
2024-06-08 20:00:00,S104,26.65,48.6,101.95,3.58,normal
2024-06-08 20:30:00,S102,25.49,62.1,100.95,3.62,warning
2024-06-08 21:00:00,S104,28.62,52.7,101.33,3.58,normal
2024-06-08 21:30:00,S103,20.46,56.2,100.64,3.82,error
2024-06-08 22:00:00,S103,24.09,46.6,100.98,3.93,error
2024-06-08 22:30:00,S102,23.27,65.7,101.18,3.83,normal
2024-06-08 23:00:00,S102,17.38,54.7,101.19,3.77,normal
2024-06-08 23:30:00,S104,15.78,45.5,101.11,3.48,error
2024-06-09 00:00:00,S103,24.26,49.2,101.54,3.71,warning
2024-06-09 00:30:00,S102,22.97,55.9,101.21,3.96,normal
2024-06-09 01:00:00,S103,22.65,57.3,101.37,3.6,error
2024-06-09 01:30:00,S101,19.92,61.8,100.74,3.55,error
2024-06-09 02:00:00,S102,21.82,44.7,101.37,3.96,normal
2024-06-09 02:30:00,S101,24.66,51.5,102.61,3.59,normal
2024-06-09 03:00:00,S101,24.28,55.5,100.67,3.52,warning
2024-06-09 03:30:00,S102,25.98,48.4,100.8,3.5,error
2024-06-09 04:00:00,S102,23.27,34.6,101.21,3.79,normal
2024-06-09 04:30:00,S102,26.75,52.0,101.41,3.73,normal
2024-06-09 05:00:00,S103,24.72,62.7,101.29,3.83,normal
2024-06-09 05:30:00,S101,23.51,60.8,102.4,3.81,error
2024-06-09 06:00:00,S103,18.09,55.6,100.75,3.9,normal
2024-06-09 06:30:00,S102,25.51,52.4,101.37,3.61,error
2024-06-09 07:00:00,S104,23.78,58.1,101.4,3.83,normal
2024-06-09 07:30:00,S103,22.99,68.1,99.64,3.6,normal
